trans_id,lang,translation
יגאל אלון/הכשרת היישוב,EN,Ygal Alon/Hahsharat Hayichuv
יגאל אלון/הכשרת היישוב,HE,יגאל אלון/הכשרת היישוב
יגאל אלון/הכשרת היישוב,AR,يجئال ألون/ هخشرات هييشوف
יגאל אלון/הסנהדרין,AR,يجئال ألون/هَسنهدرين
יגאל אלון/הסנהדרין,HE,יגאל אלון/הסנהדרין
יגאל אלון/הסנהדרין,EN,Yigal Alon/HaSanhedrin
יגאל אלון/העלייה,EN,Yigal Alon/Ha'aliya
יגאל אלון/העלייה,AR,يجئال ألون/هَعلِياه
יגאל אלון/העלייה,HE,יגאל אלון/העלייה
יגאל אלון/הרב טיבוביץ,HE,יגאל אלון/הרב טיבוביץ
יגאל אלון/הרב טיבוביץ,AR,يجئال ألون/هَراب طيبوڤيتش
יגאל אלון/הרב טיבוביץ,EN,Yigal Alon/Rabbi Teibowitz
יגאל אלון/הרב טייב,AR,يجئال ألون/هَراب طييب
יגאל אלון/הרב טייב,HE,יגאל אלון/הרב טייב
יגאל אלון/הרב טייב,EN,Yigal Alon/Rabbi Tayeb
יגאל אלון/זאב וילנאי,EN,Yga'el Alon/Ze'ev Vilnai
יגאל אלון/זאב וילנאי,AR,يِجئال ألون/زئيف فيلنئي
יגאל אלון/זאב וילנאי,HE,יגאל אלון/זאב וילנאי
יגאל אלון/חיבת ציון,AR,يِجئال ألون/حيبات تسيون
יגאל אלון/חיבת ציון,EN,Yga'el Alon/Hibat Zion
יגאל אלון/חיבת ציון,HE,יגאל אלון/חיבת ציון
יגאל אלון/יהדות איטליה,EN,Yigal Alon/Yahadut Italia
יגאל אלון/יהדות איטליה,AR,يجئال ألون/يهدوت إيطاليا
יגאל אלון/יהדות איטליה,HE,יגאל אלון/יהדות איטליה
יגאל אלון/יחזקאל הנביא,AR,يجئال ألون/يحزكئيل هَنَفي
יגאל אלון/יחזקאל הנביא,HE,יגאל אלון/יחזקאל הנביא
יגאל אלון/יחזקאל הנביא,EN,Yigal Alon/Yehezkel Hanavi
יגאל אלון/ירדן,HE,יגאל אלון/ירדן
יגאל אלון/ירדן,EN,Ygal Alon/Yarden
יגאל אלון/ירדן,AR,يجئال ألون/ يَردين
יגאל אלון/לה גוורדיה,HE,יגאל אלון/לה גוורדיה
יגאל אלון/לה גוורדיה,EN,Yga'el Alon/La Guardia
יגאל אלון/לה גוורדיה,AR,يِجئال ألون/لاجْوارديا
יגאל אלון/מ"ד המעפילים,AR,يجئال ألون/م"د هَمعبيليم
יגאל אלון/מ"ד המעפילים,HE,יגאל אלון/מ"ד המעפילים
יגאל אלון/מ"ד המעפילים,EN,Yigal Alon/MDHaMa'apilim
יגאל אלון/מורדי הגטאות,EN,Yigal Alon/Mordei Hageta'ot
יגאל אלון/מורדי הגטאות,HE,יגאל אלון/מורדי הגטאות
יגאל אלון/מורדי הגטאות,AR,يجئال ألون/مورْدي هجيتؤوت
יגאל אלון/מישור,HE,יגאל אלון/מישור
יגאל אלון/מישור,AR,يجئال ألون/ميشور
יגאל אלון/מישור,EN,Yigal Alon/Mishor
יגאל אלון/מנחם בגין,HE,יגאל אלון/מנחם בגין
יגאל אלון/מנחם בגין,EN,Yigal Alon/Menachem Begin
יגאל אלון/מנחם בגין,AR,يجئال ألون/مناحيم بيجين
יגאל אלון/מרכז מסחרי,HE,יגאל אלון/מרכז מסחרי
יגאל אלון/מרכז מסחרי,AR,يجئال ألون/مركز تجاري
יגאל אלון/מרכז מסחרי,EN,Yigal Alon/Commercial Center
יגאל אלון/נתן אלתרמן,HE,יגאל אלון/נתן אלתרמן
יגאל אלון/נתן אלתרמן,AR,يجئال ألون/نَاتان ألترمان
יגאל אלון/נתן אלתרמן,EN,Yigal Alon/Nathan Alterman
יגאל אלון/עמק ברכה,AR,يِجئال ألون/عِيمق بْراخا
יגאל אלון/עמק ברכה,HE,יגאל אלון/עמק ברכה
יגאל אלון/עמק ברכה,EN,Yga'el Alon/Emek Braha
יגאל אלון/ערבי נחל,AR,يِجئال ألون/عَرفي ناحَل
יגאל אלון/ערבי נחל,HE,יגאל אלון/ערבי נחל
יגאל אלון/ערבי נחל,EN,Yga'el Alon/Arvei Nahal
יגאל אלון/קק''ל,AR,يجئال ألون/ كَكال
יגאל אלון/קק''ל,EN,Yigal Allon/KKl
יגאל אלון/קק''ל,HE,יגאל אלון/קק''ל
יגאל אלון/קרמנצקי,HE,יגאל אלון/קרמנצקי
יגאל אלון/קרמנצקי,AR,يجئال ألون/كرمنتسكي
יגאל אלון/קרמנצקי,EN,Yigal Alon/Karmanitski
יגאל אלון/ראם,HE,יגאל אלון/ראם
יגאל אלון/ראם,EN,Yigal Alon/Re'em
יגאל אלון/ראם,AR,يجئال ألون/رام
יגאל אלון/רא''ם,HE,יגאל אלון/רא''ם
יגאל אלון/רא''ם,EN,Yga'el Alon/Re'em
יגאל אלון/רא''ם,AR,يجئال ألون/رام
יגאל אלון/רבי יהודה הנשיא,AR,يِجئال ألون/رابي يهودا هَنسي
יגאל אלון/רבי יהודה הנשיא,HE,יגאל אלון/רבי יהודה הנשיא
יגאל אלון/רבי יהודה הנשיא,EN,Yga'el Alon/Rabbi Yehuda Hanassi
יגאל אלון/ש"י,HE,יגאל אלון/ש"י
יגאל אלון/ש"י,EN,Yga'el Alon/Shai
יגאל אלון/ש"י,AR,يجئال ألون/شاي
יגאל אלון/שד' החי"ל,HE,יגאל אלון/שד' החי"ל
יגאל אלון/שד' החי"ל,EN,Yga'el Alon/Sderot Hayail
יגאל אלון/שד' החי"ל,AR,يجئال ألون/سديروت هَحايِل
יגאל אלון/שדרות נים,EN,Yigal Alon/Nim BLVD
יגאל אלון/שדרות נים,AR,يجئال ألون/سديروت نيم
יגאל אלון/שדרות נים,HE,יגאל אלון/שדרות נים
יגאל אלון/שלון,EN,Yga'el Alon/Shallon
יגאל אלון/שלון,AR,يِجئال ألون/شَلون
יגאל אלון/שלון,HE,יגאל אלון/שלון
יגאל אלון/שרה לוי תנאי,EN,Yigal Alon/Sara Levi Tanai
יגאל אלון/שרה לוי תנאי,AR,يجئال ألون/سارة ليفي تناي
יגאל אלון/שרה לוי תנאי,HE,יגאל אלון/שרה לוי תנאי
יגאל הורביץ/התאנה,EN,Yigal Horowitz/Hate'ena
יגאל הורביץ/התאנה,HE,יגאל הורביץ/התאנה
יגאל הורביץ/התאנה,AR,يجئال هورڤيتس/هَتِئينا
יגאל הורביץ/ז'בוטינסקי,EN,Yigal Horovitz/Jabotinski
יגאל הורביץ/ז'בוטינסקי,AR,يجئال هوروفيتس/ جابوتينسكي
יגאל הורביץ/ז'בוטינסקי,HE,יגאל הורביץ/ז'בוטינסקי
יגאל הורביץ/שדרות בן גוריון,AR,يچئال هورڤيتس/سديروت بن چوريون
יגאל הורביץ/שדרות בן גוריון,EN,Yigal Horowitz/Sderot Ben Gurion
יגאל הורביץ/שדרות בן גוריון,HE,יגאל הורביץ/שדרות בן גוריון
יגאל ידין,AR,يجئال يادين
יגאל ידין,EN,Yigal Yadin
יגאל ידין,HE,יגאל ידין
יגאל ידין/דרוק,HE,יגאל ידין/דרוק
יגאל ידין/דרוק,EN,Yigal Yadin/Drook
יגאל ידין/דרוק,AR,يجئال يادين/دراك
יגאל ידין/יהודה איתין,HE,יגאל ידין/יהודה איתין
יגאל ידין/יהודה איתין,AR,يجئال يادين/يهودا إيتين
יגאל ידין/יהודה איתין,EN,Yigal Yadin/Yehuda Itin
יגאל ידין/יעקב דורי,AR,يجئيل يَدين/يعَكوف دوري
יגאל ידין/יעקב דורי,HE,יגאל ידין/יעקב דורי
יגאל ידין/יעקב דורי,EN,Yga'el Yadin/Ya'akov Dori
יגאל ידין/שמואלזון,AR,يجئال يادين/شموئيلزون
יגאל ידין/שמואלזון,HE,יגאל ידין/שמואלזון
יגאל ידין/שמואלזון,EN,Yigal Yadin/Schmuelzon
יגאל יחיא/כינרת,AR,يجئال يحي/كِنيرت
יגאל יחיא/כינרת,EN,Yigal Yichie/Kineret
יגאל יחיא/כינרת,HE,יגאל יחיא/כינרת
יגאל כהן/הנרייטה סאלד,EN,Yigal Cohen/Henrietta Szold
יגאל כהן/הנרייטה סאלד,AR,يجئال كوهين/هَنرييطا سولد
יגאל כהן/הנרייטה סאלד,HE,יגאל כהן/הנרייטה סאלד
יגאל כהן/עפרוני,EN,Yigal Cohen/Efroni
יגאל כהן/עפרוני,HE,יגאל כהן/עפרוני
יגאל כהן/עפרוני,AR,يجئال كوهين/عفروني
יגיע כפיים/ישראל פוקס,EN,Yegi'a Kapayim/Israel Fuks
יגיע כפיים/ישראל פוקס,HE,יגיע כפיים/ישראל פוקס
יגיע כפיים/ישראל פוקס,AR,يَجيّع كبّايم/يسرائيل فوكْس
יד המעביר/קהילת יאסי,HE,יד המעביר/קהילת יאסי
יד המעביר/קהילת יאסי,AR,ياد هَمعڤير/كِهِلات ياسي
יד המעביר/קהילת יאסי,EN,Yad HaMa'avir/Kehilat Jassy
יד ושם,AR,ياد ڤَشيم
יד ושם,HE,יד ושם
יד ושם,EN,Yad Vashem
יד חנה,AR,ياد حانا
יד חנה,HE,יד חנה
יד חנה,EN,Yad Hana
'יד חנה א,HE,'יד חנה א
'יד חנה א,EN,Yad Hana A
'יד חנה א,AR,ياد حانا أَ
'יד חנה ב,HE,'יד חנה ב
'יד חנה ב,EN,Yad Hana B
'יד חנה ב,AR,ياد حانا بَ
יד חרוצים/התנופה,EN,Yad Harutsim/Hatnufa
יד חרוצים/התנופה,HE,יד חרוצים/התנופה
יד חרוצים/התנופה,AR,ياد حَروتسيم/هتنوفا
יד חרוצים/פועלי צדק,HE,יד חרוצים/פועלי צדק
יד חרוצים/פועלי צדק,AR,ياد حَروتسيم/بوعلي تسيدك
יד חרוצים/פועלי צדק,EN,Yad Harutsim/Poa'le Zedek
יד לבנים,HE,יד לבנים
יד לבנים,AR,ياد لِبنيم
יד לבנים,EN,Yad Labanim
יד לבנים א,HE,יד לבנים א
יד לבנים א,EN,Yad Lebanim A
יד לבנים א,AR,ياد لبنيم أ
'יד לבנים א,HE,'יד לבנים א
'יד לבנים א,AR,ياد لبنيم أ'
'יד לבנים א,EN,Yad Lebanim A'
יד לבנים ב,EN,Yad Lebanim B
יד לבנים ב,AR,ياد لبنيم ب
יד לבנים ב,HE,יד לבנים ב
'יד לבנים ב,HE,'יד לבנים ב
'יד לבנים ב,AR,ياد لبنيم ب'
'יד לבנים ב,EN,Yad Lebanim B'
יד לבנים ג,AR,ياد لبنيم ج
יד לבנים ג,EN,Yad Lebanim G
יד לבנים ג,HE,יד לבנים ג
יד לבנים מרכז,EN,Yad Lebanim Center
יד לבנים מרכז,HE,יד לבנים מרכז
יד לבנים מרכז,AR,ياد لبنيم مركز
יד לבנים/ארלוזורוב,AR,ياد لِبنيم/أرْلوزوروف
יד לבנים/ארלוזורוב,HE,יד לבנים/ארלוזורוב
יד לבנים/ארלוזורוב,EN,Yad Labanim/Arlozorov
יד לבנים/בר יהודה,AR,ياد لبنيم/بار يهودا
יד לבנים/בר יהודה,HE,יד לבנים/בר יהודה
יד לבנים/בר יהודה,EN,Yad Lebanim/Bar Yehuda
יד לבנים/דב גרונר,EN,Yad Labanim/Dov Gruner
יד לבנים/דב גרונר,HE,יד לבנים/דב גרונר
יד לבנים/דב גרונר,AR,ياد لِبنيم/دوف جرونر
יד לבנים/דרך הבנים,HE,יד לבנים/דרך הבנים
יד לבנים/דרך הבנים,EN,Yad Lebanim/Derech Habanim
יד לבנים/דרך הבנים,AR,ياد لبنيم/ديريخ هبنيم
יד לבנים/הגיבורים,EN,Yad Labanim/Hagiborim
יד לבנים/הגיבורים,AR,ياد لِبنيم/هَجيبوريم
יד לבנים/הגיבורים,HE,יד לבנים/הגיבורים
יד לבנים/הירדן,AR,ياد لبنيم/هَيردين
יד לבנים/הירדן,EN,Yad Lebanim/HaYarden
יד לבנים/הירדן,HE,יד לבנים/הירדן
יד לבנים/נווה יוסף,AR,ياد لبنيم/نفي يوسف
יד לבנים/נווה יוסף,HE,יד לבנים/נווה יוסף
יד לבנים/נווה יוסף,EN,Yad Lebanim/Neve Yossef
יד לבנים/ערד,HE,יד לבנים/ערד
יד לבנים/ערד,AR,ياد لِبنيم/عَراد
יד לבנים/ערד,EN,Yad Labanim/Arad
יד לבנים/פאר,AR,ياد لِبنيم/بئير
יד לבנים/פאר,EN,Yad Lebanim/Pe'er
יד לבנים/פאר,HE,יד לבנים/פאר
יד לבנים/רזיאל,HE,יד לבנים/רזיאל
יד לבנים/רזיאל,EN,Yad Labanim/Raziel
יד לבנים/רזיאל,AR,ياد لِبنيم/رَزيئيل
יד מרדכי/כביש 4,AR,ياد مردخاي/ طريق 4
יד מרדכי/כביש 4,HE,יד מרדכי/כביש 4
יד מרדכי/כביש 4,EN,Yad Mordechai/4
יד רמב"ם,EN,Yad Rambam
יד רמב"ם,AR,ياد رَمبام
יד רמב"ם,HE,יד רמב"ם
יד-לבנים/ארלוזורוב,AR,ياد لبنيم/أرْلوزوروف
יד-לבנים/ארלוזורוב,EN,Yad-Lebanim/Arlozorov
יד-לבנים/ארלוזורוב,HE,יד-לבנים/ארלוזורוב
יהדות איטליה/אבן גבירול,EN,Yahadut Italia/Ibn Gabirol
יהדות איטליה/אבן גבירול,AR,يهدوت إيطاليا/إيڤن جڤيرول
יהדות איטליה/אבן גבירול,HE,יהדות איטליה/אבן גבירול
יהדות איטליה/ביאליק,HE,יהדות איטליה/ביאליק
יהדות איטליה/ביאליק,AR,يهدوت إيطاليا/بياليك
יהדות איטליה/ביאליק,EN,Yahadut Italia/Bialik
יהדות ספרד/אקסודוס,AR,يَهدوت سفراد/إكسودس
יהדות ספרד/אקסודוס,EN,Yahadut Sfarad/Exodus
יהדות ספרד/אקסודוס,HE,יהדות ספרד/אקסודוס
יהדות פילדלפיה/עזריאל,AR,يَهدوت فيلاديلفيا/عَزريئيل
יהדות פילדלפיה/עזריאל,EN,Ya'adut Philadelphia/Azriel
יהדות פילדלפיה/עזריאל,HE,יהדות פילדלפיה/עזריאל
יהדות קנדה / אסירי ציון,HE,יהדות קנדה / אסירי ציון
יהדות קנדה / אסירי ציון,AR,يَهدوت كندا/أسيري تسيون
יהדות קנדה / אסירי ציון,EN,Yahadut Canada/Assire Zion
יהדות קנדה / העצמאות,AR,يَهدوت كندا/هَعتصمؤوت
יהדות קנדה / העצמאות,HE,יהדות קנדה / העצמאות
יהדות קנדה / העצמאות,EN,Yahadut Canada/Ha'atsma'ut
יהדות קנדה/החרושת,EN,Yahadut Canada/Haharoshet
יהדות קנדה/החרושת,AR,يَهدوت كندا/هَحروشِت
יהדות קנדה/החרושת,HE,יהדות קנדה/החרושת
יהדות קנדה/העבודה,AR,يَهدوت كندا/هَعفودا
יהדות קנדה/העבודה,HE,יהדות קנדה/העבודה
יהדות קנדה/העבודה,EN,Yahadut Canada/Ha'avoda
יהודה איתין/יוליוס סימון,EN,Yehuda Itin/Yulius Simon
יהודה איתין/יוליוס סימון,AR,يهودا إيتين/يوليوس سيمون
יהודה איתין/יוליוס סימון,HE,יהודה איתין/יוליוס סימון
יהודה בורלא/הרב האוזנר,HE,יהודה בורלא/הרב האוזנר
יהודה בורלא/הרב האוזנר,AR,يهودا بورلا/هَراب هاوزنر
יהודה בורלא/הרב האוזנר,EN,Yehuda Burla/Rabbi  Houzner
יהודה בורלא/קדושי קהיר,EN,Yehuda Burla/Kdoshei Ca'ir
יהודה בורלא/קדושי קהיר,AR,يهودا بورلا/ كْدوشي كَهير
יהודה בורלא/קדושי קהיר,HE,יהודה בורלא/קדושי קהיר
יהודה גורודיסקי/פלמ"ח,EN,Yehuda Gorodiski /Palmach
יהודה גורודיסקי/פלמ"ח,HE,יהודה גורודיסקי/פלמ"ח
יהודה גורודיסקי/פלמ"ח,AR,يهودا جوروديسكي/بلماح
יהודה הימית 8,EN,Yehuda Hayamit 8
יהודה הימית 8,HE,יהודה הימית 8
יהודה הימית 8,AR,يهودا هَيميت 8
יהודה הימית/שד' ירושלים,AR,يهودا هَيميت / سديروت يروشلايم
יהודה הימית/שד' ירושלים,EN,Yehuda Hayamit/Jerusalem BLVD
יהודה הימית/שד' ירושלים,HE,יהודה הימית/שד' ירושלים
יהודה הלוי,HE,יהודה הלוי
יהודה הלוי,EN,Yehuda Halevy
יהודה הלוי,AR,يهودا هَليفي
יהודה הלוי - בי"ס מצפה,HE,יהודה הלוי - בי"ס מצפה
יהודה הלוי - בי"ס מצפה,EN,Yehuda HaLevi - Mitzpe School
יהודה הלוי - בי"ס מצפה,AR,يهودا هليڤي - مدرسة متسبي
יהודה הלוי - תיכון בגין,HE,יהודה הלוי - תיכון בגין
יהודה הלוי - תיכון בגין,AR,يهودا هَليڤي - ثانوية بيجين
יהודה הלוי - תיכון בגין,EN,Yehuda HaLevi - Begin High School
יהודה הלוי / 444,AR,يهودا هليفي/ 444
יהודה הלוי / 444,EN,Yehuda Halevi/444
יהודה הלוי / 444,HE,יהודה הלוי / 444
יהודה הלוי/ שילה,EN,Yehuda Halevy/Shila
יהודה הלוי/ שילה,AR,يهودا هَليفي/شيلو
יהודה הלוי/ שילה,HE,יהודה הלוי/ שילה
יהודה הלוי/אבן עזרא,HE,יהודה הלוי/אבן עזרא
יהודה הלוי/אבן עזרא,EN,Yehuda Halevy/Ibn Ezra
יהודה הלוי/אבן עזרא,AR,يهودا هَليڨي/إبن عزرا
יהודה הלוי/אלנבי,EN,Yehuda Halevy /Allenby
יהודה הלוי/אלנבי,HE,יהודה הלוי/אלנבי
יהודה הלוי/אלנבי,AR,يهودا هَليفي/ألِنْبي
יהודה הלוי/בני אור,HE,יהודה הלוי/בני אור
